"","geo_type","region","transportation_type","alternative_name","sub.region","country","X2020.01.13","X2020.01.14","X2020.01.15","X2020.01.16","X2020.01.17","X2020.01.18","X2020.01.19","X2020.01.20","X2020.01.21","X2020.01.22","X2020.01.23","X2020.01.24","X2020.01.25","X2020.01.26","X2020.01.27","X2020.01.28","X2020.01.29","X2020.01.30","X2020.01.31","X2020.02.01","X2020.02.02","X2020.02.03","X2020.02.04","X2020.02.05","X2020.02.06","X2020.02.07","X2020.02.08","X2020.02.09","X2020.02.10","X2020.02.11","X2020.02.12","X2020.02.13","X2020.02.14","X2020.02.15","X2020.02.16","X2020.02.17","X2020.02.18","X2020.02.19","X2020.02.20","X2020.02.21","X2020.02.22","X2020.02.23","X2020.02.24","X2020.02.25","X2020.02.26","X2020.02.27","X2020.02.28","X2020.02.29","X2020.03.01","X2020.03.02","X2020.03.03","X2020.03.04","X2020.03.05","X2020.03.06","X2020.03.07","X2020.03.08","X2020.03.09","X2020.03.10","X2020.03.11","X2020.03.12","X2020.03.13","X2020.03.14","X2020.03.15","X2020.03.16","X2020.03.17","X2020.03.18","X2020.03.19","X2020.03.20","X2020.03.21","X2020.03.22","X2020.03.23","X2020.03.24","X2020.03.25","X2020.03.26","X2020.03.27","X2020.03.28","X2020.03.29","X2020.03.30","X2020.03.31","X2020.04.01","X2020.04.02","X2020.04.03","X2020.04.04","X2020.04.05","X2020.04.06","X2020.04.07","X2020.04.08","X2020.04.09","X2020.04.10","X2020.04.11","X2020.04.12","X2020.04.13","X2020.04.14","X2020.04.15","X2020.04.16","X2020.04.17","X2020.04.18","X2020.04.19","X2020.04.20","X2020.04.21","X2020.04.22","X2020.04.23","X2020.04.24","X2020.04.25","X2020.04.26","X2020.04.27","X2020.04.28","X2020.04.29","X2020.04.30","X2020.05.01","X2020.05.02","X2020.05.03","X2020.05.04","X2020.05.05","X2020.05.06","X2020.05.07","X2020.05.08","X2020.05.09","X2020.05.10","X2020.05.11","X2020.05.12","X2020.05.13","X2020.05.14","X2020.05.15","X2020.05.16","X2020.05.17","X2020.05.18","X2020.05.19","X2020.05.20","X2020.05.21","X2020.05.22","X2020.05.23","X2020.05.24","X2020.05.25","X2020.05.26","X2020.05.27","X2020.05.28","X2020.05.29","X2020.05.30","X2020.05.31","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30","X2020.07.01","X2020.07.02","X2020.07.03","X2020.07.04","X2020.07.05","X2020.07.06","X2020.07.07","X2020.07.08","X2020.07.09","X2020.07.10","X2020.07.11","X2020.07.12","X2020.07.13","X2020.07.14","X2020.07.15","X2020.07.16","X2020.07.17","X2020.07.18","X2020.07.19","X2020.07.20","X2020.07.21","X2020.07.22","X2020.07.23","X2020.07.24","X2020.07.25","X2020.07.26","X2020.07.27","X2020.07.28","X2020.07.29","X2020.07.30","X2020.07.31","X2020.08.01","X2020.08.02","X2020.08.03","X2020.08.04","X2020.08.05","X2020.08.06","X2020.08.07","X2020.08.08","X2020.08.09","X2020.08.10","X2020.08.11","X2020.08.12","X2020.08.13","X2020.08.14","X2020.08.15","X2020.08.16","X2020.08.17","X2020.08.18","X2020.08.19","X2020.08.20","X2020.08.21","X2020.08.22","X2020.08.23","X2020.08.24","X2020.08.25","X2020.08.26","X2020.08.27","X2020.08.28","X2020.08.29","X2020.08.30","X2020.08.31","X2020.09.01","X2020.09.02","X2020.09.03","X2020.09.04","X2020.09.05","X2020.09.06","X2020.09.07","X2020.09.08","X2020.09.09","X2020.09.10","X2020.09.11"
"2263","county","Boone County","walking","","Missouri","United States",100,119.1,105.74,111.16,70.34,144.49,130.13,235.4,711.09,599.87,327.79,197.13,243.22,144.42,370.01,280.96,251.1,247.03,300.27,223.25,155.78,208.75,181.16,126.65,197.6,326.32,246.63,131.46,206.95,226.45,174.42,214.3,268.07,260.45,148.23,216.7,179.96,206.35,244.96,261.52,244.22,123.78,174.42,175.68,181.83,204.01,276.89,300.6,177.56,192.32,208.62,208.82,253.31,343.35,379.29,203.54,160.19,205.01,218.57,153.97,170.67,140.21,99.6,94.39,87.98,85.24,83.17,75.68,64.53,48.03,61.72,56.18,57.38,66.27,67.4,54.51,67.4,92.59,86.84,71.88,78.22,65.2,53.44,59.79,75.75,79.89,78.76,75.89,84.1,63.26,53.57,71.54,70.88,77.49,69.87,71.08,77.22,74.82,76.69,87.24,74.55,75.62,82.1,72.55,71.48,89.51,77.35,80.76,92.45,104.34,110.75,78.49,87.91,114.36,94.05,100.53,128.52,127.86,83.9,96.26,90.58,113.56,137.41,185.84,165.13,128.32,146.69,138.41,166.2,152.71,154.71,154.38,110.09,117.9,157.31,145.42,144.15,213.83,189.51,143.49,165.87,166.27,141.88,159.45,184.03,195.86,141.75,155.85,144.29,153.77,154.24,196.86,193.45,126.59,155.38,165.8,161.86,164.66,188.04,180.43,109.62,150.84,167.87,163.19,183.3,217.23,191.18,143.15,162.53,186.71,168.14,169.47,140.81,126.12,113.23,152.17,160.45,170.67,181.7,198.73,174.01,131.86,164.86,174.75,161.26,171.81,182.7,177.02,131.6,143.35,156.71,173.21,176.29,202.54,164.86,144.69,169.47,172.61,183.83,167.2,185.91,209.08,149.16,189.31,234.54,214.56,215.16,228.92,212.69,182.43,209.55,213.49,276.35,341.15,471.41,566.47,556.05,613.36,601.87,674.15,607.41,702.2,716.57,667.8,927.12,773.95,671.74,671.74,628.59,478.89,300.13,398.86,412.02,431.33,447.83,391.85,317.17,233.53,246.49,315.3,326.85,366.33,431.06
"2317","county","Buchanan County","driving","","Missouri","United States",100,106.36,109.41,116.6,77.45,115.53,81.94,107.62,108.12,80.72,92.33,113.01,145.03,97.66,102.85,105.38,98.24,111.77,155.66,188.84,82.47,107.48,110.77,99.34,114.84,140.64,158.33,101.9,106.86,111.46,100.55,109.04,154.46,144.14,105.17,112.85,113.19,119.35,120.46,142.15,150.36,103.98,110.24,117,118.1,125.85,149.86,156.08,110.85,115.45,126.15,123.18,127.5,162.61,153.61,112.91,113.42,123.15,120.25,120.36,129.04,113.21,84.43,95.83,95.81,88.26,90.41,98.55,80.74,58.05,81.31,68.76,73,76.74,83.04,74.46,58.34,73.6,76.6,79.13,78.85,81.14,75.68,59.03,75.19,84.54,84.18,88.36,97.4,87.57,48.08,80.78,85.1,101.87,94.59,103.54,101.61,76.52,103.26,100.37,106.48,113.37,120.66,104.75,87.47,111.61,101.61,109.86,120.15,133.75,116.41,97.13,107.32,123.49,118.35,121.6,146.64,130.08,96,NA,NA,131.17,135.31,160.2,141.72,116.62,139.59,148.35,142.52,154.85,174.9,154.87,115.71,116.13,140.83,144.98,148.55,181.85,160.83,119.36,152.04,159.75,165.59,176.07,193.14,175.95,136.38,157.99,160.03,163.61,176.83,208.43,194.83,145.71,164.2,165.4,175.8,183.14,207.81,187.54,141.45,169.44,173.06,182.75,200.75,234.24,212.96,165.99,177.71,183.21,184.37,211.24,201.29,136.48,155.24,188.6,187.26,185.31,196.35,231.55,197.93,154.78,177.05,177.28,179.32,195.52,222.69,210.24,158.74,181.1,171.47,184,194.54,221.16,197.23,153.69,167.75,180.2,169.78,180.02,209.95,203.7,158.56,184.45,187.2,188.51,191.57,219.61,201.58,157.1,171.36,183.96,194.31,205.57,228.88,208.7,159.12,176.99,173.97,179.07,187.02,212.31,194.52,151.64,172.08,174.86,182.59,182.61,205.84,200.78,144.47,157.83,168.86,165.94,188.64,227.95,191.93,146.48,145.81,161.48,153.78,176.13,203.76
"2338","county","Butler County","driving","","Missouri","United States",100,79.06,77.07,84.19,92.8,83.42,61.83,77.66,79.62,78.08,74.13,90.4,88.6,57.08,78.64,82.02,75.83,77.17,100.05,90.35,58.86,80.17,78.8,78.57,83.13,91.49,88.78,74.57,78.95,86.95,77.3,83.36,115.48,102.76,74.83,87.1,88.01,82.07,85.45,104.49,95.23,70.13,81.51,85.19,84.63,96.47,107.61,99.07,74.34,87.98,93.35,99.66,99.02,116.43,127.96,79.55,82.64,83.31,87.7,88.6,111.4,95.13,71.52,75.81,77.77,71.73,67.89,84.94,61.39,47.25,60.41,54.19,57.96,64.48,66.49,54.94,51.48,51.41,62.19,59.01,60.33,66.08,52,46.35,55.97,62.57,62.26,69.56,68.33,59.66,34.64,62.21,62.11,69.9,69.64,80.47,76.99,55.48,74.9,72.61,80.96,84.52,82.59,82.77,68.66,84.4,84.73,85.27,88.52,105.88,97.91,67.37,82.92,96.7,97.88,104.57,115.19,101.91,71.32,NA,NA,100.28,102.89,116.58,115.91,85.14,107.09,110.03,122.8,123.86,152.31,134.2,114.68,109.31,121.05,111.56,127.29,169,163.35,117.41,115.84,122.18,119.11,129.02,159.32,146.17,112.41,122.44,115.84,125.07,149.63,177.9,168.87,147.23,121.67,125.97,132.94,146.94,163.71,168.33,122.23,126.7,140.62,137.09,153.31,172.5,187.16,145.99,134.33,140.34,143.07,159.66,164.33,117.82,135.39,144.49,134.3,144.34,153.44,182.56,153.24,128.06,129.64,129.22,128.24,149.7,165.02,151.69,130.15,142.3,135.21,132.14,144.57,175.75,152.9,127.62,132.76,132.86,131.75,140.03,164.33,147.38,112.02,139.1,136.16,136.94,140.34,188.34,147.79,121.61,130.18,124.06,134.46,143.56,187.65,159.58,122.75,133.58,133.71,132.14,135.65,162.57,161.67,113.9,115.53,114.7,121.77,122.29,135.03,123.5,96.34,108,116.25,118.49,137.22,171.27,153.83,120.63,124.32,127.5,133.81,142.95,167.4
"2364","county","Callaway County","driving","","Missouri","United States",100,103.49,103.7,117.38,74.62,140.94,114.86,132.15,97.29,88.63,83.92,101.46,128.49,100.94,97.9,100.14,93.61,107.26,131.46,125.92,91.23,103.25,89.86,69.13,91.65,146.06,127.59,108.09,99.27,107.92,84.72,103.25,145.71,136.98,119.83,122.22,103.92,106.53,121.34,161.56,147.45,131.65,100.66,101.63,104.17,117.74,162.41,150.31,120.87,101.06,107.69,116.72,121.39,166.77,156.11,139.36,107.48,114.72,118.56,117.45,151.77,142.83,111.11,107.41,103.8,105,92.9,107.48,97.22,72.19,72.29,68.63,72.43,80.68,79.76,69.6,65.68,70.66,74.46,79.86,81.75,84.6,73.8,62.31,66.32,76.91,83.89,81.56,85.09,65.07,45.78,75.83,73.8,80.09,92.9,91.63,94.53,73.37,90.71,99.1,90.66,91.06,103.35,93.25,90.8,92.59,84.69,91.42,110.8,125.85,114.74,101.75,95.52,109.95,108.14,109.36,143.11,126.51,103.49,NA,NA,110.42,123.96,153.89,136.34,130,126.96,133.75,136.93,170.14,226.89,173.49,135.14,171.3,161.53,145.28,151.77,201.42,169.08,158.94,142.19,138.75,149.13,159.1,214.88,180.21,172.92,153.96,144.6,152.92,180.38,231.89,197.9,218.37,162.19,152.81,162.85,179.67,230.42,201.67,182.64,169.41,171.65,172.97,192.64,246.75,199.53,203.66,166.72,171.84,188.37,232.48,220.26,150.28,230.85,188.09,164.86,175.05,196.82,244.74,202,210.02,168.09,163.94,165.52,197.9,238.8,210.02,204.5,156.6,157.81,171.16,183.11,241.44,212.81,205.59,166.08,172,167.31,192.38,226.86,220.87,195.21,174.17,169.06,190.66,201.72,257.76,221.6,211.49,180.57,173.47,187.52,205.75,259.91,239.72,252.55,182.1,165.87,178.11,187.45,236.23,204.67,197,149.08,143.28,153.54,168.18,231.23,189.36,189.08,146.3,144.43,153.99,171.98,282.62,209.62,179.5,223.68,154.98,147.43,160.38,210.02
"2369","county","Camden County","driving","","Missouri","United States",100,113.08,113.6,108.38,80.8,133.37,92.86,96.47,92.94,130.77,129.48,141.18,193.69,120.84,115.62,103.32,70.55,101.3,130.02,143.72,89.39,105.92,83.13,51.32,87.36,145.25,186.3,129.97,103.3,106.56,87.8,98.26,162.43,194.86,151.38,125.06,111.75,121.25,123.74,146.37,173.17,120.11,102.41,105.53,105.97,130.51,163.16,208.85,141.52,122.16,129.09,123.09,128.33,176.83,227.66,161.42,130.31,140.76,142.99,151.27,214.74,236.35,172.03,140.09,133.5,122.37,110.02,139.15,129.74,85.03,89,77.58,113.86,121.98,131.08,139.67,128.36,114.19,109.63,115.98,122.47,119.8,119.93,98.26,101.95,118.01,127.5,127.61,153.04,132.64,77.71,106.46,110.82,117.33,124.42,149.33,183.16,144.76,137.68,149.97,130.59,142.11,172.73,204.75,201.38,169.33,146.91,153.87,217.38,299.38,388.35,254.85,165.33,183.03,197.43,213.86,290.17,351.87,237.44,NA,NA,193.54,243.49,333.94,405.63,327.84,274.21,290.37,321.77,402.15,794.94,1081.37,957.63,689.34,332.02,290.27,339.7,525.58,615.98,473.82,335.99,317.28,330.77,384.9,602.23,703.68,616.19,375.35,344.27,378.98,443.2,738.66,840.79,707.81,449.82,404.93,444.91,494.29,713,783.83,626.73,453.01,442.45,468.03,572.03,783.37,875.74,705.89,466.24,451.17,511.05,745.67,1017.77,998.75,955.4,574.21,499.56,520.01,573.22,760.9,829.48,718.06,508.35,482.59,483.32,571.51,793.77,849.04,755.55,494.37,474.88,505.32,578.75,803.97,836.59,729.94,528.2,503.5,504.18,563.1,743.1,815,696.73,569.02,539.85,546.91,586.56,780.54,834.04,690.79,443.44,406.85,433.96,492.92,689.62,757.68,616.58,357.76,315.08,328.36,395.46,624.05,734.56,554.2,299.3,268.71,330.36,436.35,711.18,805.68,595.36,274.81,235.57,269.1,340.4,701.92,902.44,851.19,672.55,278.91,252.44,279.94,433.5
"2383","county","Cape Girardeau County","driving","","Missouri","United States",100,101.53,103.86,108.53,123.67,144.63,110.03,115.52,107.89,107.08,104.87,142.61,141.03,95.04,101.97,112.32,104.92,107.78,134.49,149.79,101.27,108.76,103.19,100.79,112.06,135.48,140.57,98.87,109.38,109.89,108.03,123.96,160.61,149.42,117.36,125.37,113.61,116.83,128.7,151.42,134.88,106.13,108.86,115.88,117.45,126.17,153.35,152.42,117.72,121.79,121.93,126.71,138.26,172.05,185.78,117.44,119.66,129.49,124.01,119.69,165.02,131.08,91.64,98.39,93.22,89.55,88.05,106.47,85.53,57.94,77.17,67.43,80.56,83.27,89.06,69.57,61.34,74.3,72.59,75.99,83.08,84.9,65.34,55.28,70.48,80.53,78.4,82.37,89.72,76.03,46.64,82.93,83.67,96.17,97.22,102.38,94.71,77.21,103.61,103.14,97.71,100.64,115.9,97.31,90.86,101.35,99.17,106.58,113.65,129.19,118.6,83.2,118.32,126.26,121.37,131.68,145.88,145.57,95.82,NA,NA,136.76,151.77,171.41,166.2,124.95,158.23,153.73,156.37,175.37,201.63,196.92,138.86,127.58,152.45,159.68,163.75,192.86,182.41,135.16,163.61,164.15,163.25,169.84,201.18,218.65,166.72,153.85,160.57,173,189.68,235.5,270.26,178.62,170.26,171.91,174.93,183.86,241.16,220.26,137.4,168.92,180.73,189.12,192.67,241.25,270.5,166.25,165.62,161.12,178.98,199.89,188.48,144.77,152.26,174.49,175.92,175.84,181.87,202.8,219.11,160.65,170.1,178.82,172.17,181.62,206.37,211.35,146.63,167.64,167.73,170.05,178.12,210.74,186.68,144.3,163.2,160.05,170.59,181.03,197.48,194.01,141.38,168.95,173.46,169.89,193.82,229.05,244.54,158.04,167.83,169.66,169.05,174.34,209.85,216.07,163.99,184.19,176.41,199.44,238.58,256.23,242.2,177.78,189.97,186.55,177.36,189.82,207.87,202.83,145.56,167.12,171.34,172.52,195.68,246.17,215.93,167.1,161.98,179.1,181.77,185.46,229.64
"2415","county","Cass County","driving","","Missouri","United States",100,103.01,101.14,105.5,81.41,130.55,86.52,99.64,94.33,86.54,92.01,101.29,121.66,87.71,97.11,96.17,107.82,104.58,122.51,134.88,85.41,97.26,101.94,91.4,105.52,117.59,129.96,91.57,96.8,103.77,87.6,101.3,129.38,133.56,98.03,109.73,103.37,102.78,110.21,128.13,140.18,96.08,100.08,99.61,107.74,113.54,137.85,142.75,107.23,103.72,108.3,111.3,118.45,150.76,154.35,110.6,107.98,115.73,112.81,110.06,143.12,119.08,92.47,97.12,87.1,81.29,82.5,91.31,79.63,58.21,72.62,59.38,69.69,69.99,79.67,73.53,62.76,72.67,74.17,78.13,76.66,74.52,67.34,61.46,71.5,82.16,80.68,83.03,90.65,79.97,48,77.98,78.71,85.78,88.61,95.77,90.65,78.69,90.36,97.91,93.87,106.48,96.95,102.88,85.25,100.89,96.78,104.98,111.96,123.74,112.53,93,99,116.28,117.63,114.78,145.12,141.07,109,NA,NA,123.84,133.99,156.53,142.18,123.94,143.31,141.15,146.53,155.08,175.59,156.28,121.55,134.06,143.49,142.32,139.34,179.26,164.39,132.66,144.62,149.15,152.32,161.66,188.24,185.27,148.69,151.08,152.99,162,178.16,206.59,190.19,167.4,163.58,162.86,167.63,179.87,213.33,189.69,154.47,166.84,176.24,175.62,189.78,218.83,198.86,176.55,163.78,164.84,175.58,205.05,196.4,157.22,189.35,171.49,170.46,177.64,190.07,225.13,209.2,169.73,164.54,166.92,162.19,178.85,201.82,192.84,169.99,153.38,155.09,172.59,181.31,216.32,184.27,169.37,151.79,166.28,161.14,173.15,197.28,187.14,159.98,168.39,168.74,167.8,172.92,203.92,181.74,160.26,157.03,169.3,165.69,179.83,198.49,178.52,162.29,160.73,153.05,160.24,170.2,195.79,186.68,154.71,148.82,148.32,151.73,159.08,194.62,159.78,143.96,137.87,145.2,152.43,165.04,213.68,170.88,144.8,175.29,141.51,141.77,144.88,178.39
"2484","county","Christian County","driving","","Missouri","United States",100,98.06,96.05,105.08,97.6,121.46,85.73,100.15,99.46,77.52,93.46,108.36,118.37,85.31,95.85,98.19,90.13,106.15,127.34,140.06,96.25,95.62,96.44,70.41,101.21,121.43,126.38,93.49,104.59,103.43,95.6,105.71,138.78,136.85,103.21,110.94,106.6,104.77,114.28,129.09,135.22,98.79,105.65,104.38,103.88,113.77,139.68,149.84,107.01,108.61,114.9,110.35,120.64,145.05,151.61,111.6,105.25,127.77,116.62,121.12,142.82,122.11,98.54,101.23,95.75,92.7,82.79,96.4,83.03,54.44,77.69,71.12,92,81.44,89.98,84.83,80.83,90.59,86.7,96.09,95.54,92.89,81.05,69.19,89.47,94.07,105.56,93.42,113.46,84.12,59.98,92.1,92.19,102.68,104.61,105.02,107.31,86.24,106.12,109.39,92.41,103.41,115.05,106.07,99.19,102.99,108.2,110.93,126.9,138.49,131.85,96.92,115.25,133.17,130.44,128.85,147.84,142.38,103.29,NA,NA,135.18,145.56,153.68,148.58,128.76,145.05,152.04,164.38,182.72,192.27,183.56,142.82,154.07,161.8,162.62,170.46,204.56,191.35,158.55,169.26,165.16,169.69,174.94,214.84,196.55,162.87,162.45,172,172.57,190.9,222.62,218.25,176.52,177.16,182.01,183.71,200.8,227.07,194.6,154.98,181.04,183.41,190.37,210.52,247.23,228.89,187.94,187.42,184.49,188.82,220.18,227.57,168.96,189.24,203.98,182.99,189.88,208.15,228.89,221.07,178.72,185.08,181.59,189.44,197.98,222.44,217.4,174.16,185.06,186.77,189.37,196.78,237.33,219.25,181.16,181.13,174.68,176.81,192.81,209.14,221.03,180.83,184.89,182.74,184.23,191.33,220.79,209.09,179.01,184.6,166.24,174.98,192.92,216.32,196.28,170.89,174.93,171.01,176.21,183.88,220.84,200.2,159.27,160.6,155.18,156.54,162.54,209.01,181.37,139.67,157.59,151.47,154.99,176.83,234.07,199.66,162.88,212.53,166.93,159.02,171.51,190.14
"2516","county","Clay County","driving","","Missouri","United States",100,100.68,96.13,99.98,68.06,111.19,76.87,85.79,92.42,78.31,88.86,91.83,109.86,79.5,90.3,91.39,101.51,101.12,113.85,119.68,78.13,90.85,99.97,95.11,97.96,113.35,112.82,78.63,92.58,98.02,85.05,95.13,125.87,124.44,90.73,99.46,94.7,96.86,102.03,118.38,122.87,87.23,92.82,94.99,99.69,106.6,128,135.74,91.14,100.38,103.62,105.04,112.21,130.7,141.37,94.11,98.95,109.68,110.49,103.57,113.27,96.77,71.5,85.32,77.91,71.62,70.5,75.31,66.68,46.27,67.01,50.29,56.53,57.34,62.73,59.73,48.29,59.4,62.41,64.19,62.4,60.01,55.89,49.15,61.3,66.03,63.62,68.39,75.28,66.04,38.09,64.12,67.56,74.63,70.24,76.96,78.11,64.09,79.67,80.15,75.55,83.81,82.18,82.33,70.12,83.14,80.26,84.24,93.41,103.53,97.12,74.79,79.06,95.46,96,94.33,115.38,104.73,78.35,NA,NA,101.13,107.91,127.82,118.14,97.59,114.84,119.79,123.04,131.42,138.33,127.81,98.02,93.89,118.23,122.6,122.07,150.62,132.01,102.95,128.64,128.7,132.12,138.65,155.47,145.98,114.62,131.12,132.14,135.28,145,162.97,156.32,120.25,136.63,140.62,142.89,152.03,160.76,153.37,111.6,136.63,144.82,147.42,156.85,171.77,157.48,125.84,138.41,144.32,150.42,161.04,152.4,117.88,112.12,138.33,144.07,146.8,149.7,171.22,166.07,130.88,141.43,138.43,139.8,155.61,172.76,162.06,124.28,130.37,137.39,149.43,154.16,171.71,159.05,127.94,131.62,141.84,134.72,139.31,164.56,160.83,121.96,144.99,146.25,144.67,152.8,165.45,159.26,121.76,138.68,141.64,145.66,148.15,167.08,158.27,124.75,136.92,135.51,142.32,144.98,164.29,160.86,121.59,131.96,136.29,137.71,144.74,161.17,145.79,119.72,123.47,133.57,144.58,149.92,167.16,156.1,124.78,116.27,125.18,126.42,127.9,152.49
"2522","county","Clay County","walking","","Missouri","United States",100,104.3,97.48,109,75.65,125.38,81.86,91.06,95.84,78.24,81.17,108.12,111.87,78.92,88.13,95.7,99.11,105.93,122.03,147.07,97.61,102.39,124.76,95.5,106.14,119.03,138.61,83.49,92.56,104.5,82.74,98.43,144.75,126.88,101.09,110.16,92.97,116.44,99.93,126.13,148.02,100.2,87.86,105.59,101.98,101.84,139.5,158.46,98.43,100.14,109.82,105.73,113.23,144.47,167.8,102.46,103.68,117.74,119.58,118.89,119.3,114.73,81.11,91.68,90.31,90.65,86.83,91.54,81.38,61.94,86.63,59.35,80.08,86.29,87.31,83.15,72.31,87.72,89.5,94.95,91.27,72.65,76.6,84.24,87.79,95.02,92.43,100.07,95.57,100.95,57.98,97.41,89.9,97.14,88.88,102.05,96.45,85.88,110.78,111.94,94,123.47,109,109.89,95.7,110.78,105.53,117.94,132.67,137.79,121.96,113.1,103.62,140.72,126.88,120.26,156,142.56,98.23,113.44,98.16,154.57,171.9,201.98,168.62,140.11,171.42,183.42,181.65,191.47,189.84,194.2,137.93,119.1,177.49,162.14,172.31,202.52,193.32,144.27,202.05,187.31,177.83,191.75,204.5,203.34,151.91,175.78,174.15,167.46,197.34,219.58,219.65,151.91,194.2,193.32,207.09,200.82,225.38,193.25,131.51,170.19,188.34,194.34,204.84,211.39,222.1,159.07,192.36,195.16,193.72,208.12,183.42,162.28,140.65,186.22,209.41,198.84,194.95,222.85,198.23,174.83,202.66,198.57,191.88,203.14,239.02,202.39,142.02,163.23,180.08,218.14,211.12,231.04,211.6,160.78,172.51,198.77,173.67,178.31,221.83,211.39,166.78,186.97,199.59,196.79,192.02,210.37,200.27,173.26,195.91,204.3,201.91,198.02,231.86,203.27,172.31,194.95,212.07,192.09,195.91,214.05,223.4,161.12,174.69,189.15,181.24,190.38,223.81,194.47,154.77,173.6,181.11,194.61,202.05,238.68,215.83,179.81,156.89,176.88,184.92,165.89,204.77
"2534","county","Clinton County","driving","","Missouri","United States",100,95.25,90.88,104.58,70.39,120.71,96.22,83.23,90.88,63.43,68.66,87.49,122.22,89.64,87.76,85.49,97.9,96.44,123.62,137.97,74.65,86.19,97.63,90.08,84.84,113.81,118.55,93.69,87.06,96.44,74.43,86.68,143.58,134.57,103.07,109.55,92.72,101.35,106.2,133.12,128.86,98.98,109.39,95.95,95.09,111.54,136.57,139.64,109.6,100.81,96.55,100.54,112.35,178.37,155.93,105.88,110.19,101.24,110.79,112.14,146.66,127.29,102.48,100.7,96.12,81.01,83.76,100.27,84.14,61.76,71.31,61.38,69.04,63.59,77.29,68.45,68.99,73.89,70.55,71.36,66.72,71.2,60.68,59.55,62.51,62.35,94.07,74,80.58,76.54,42.61,76.75,66.29,80.04,68.39,82.79,89.27,80.42,83.01,93.85,83.33,92.61,91.53,102.48,91.86,97.9,88.78,92.39,100.65,129.02,122.49,98.6,97.79,109.22,106.15,106.8,130.37,135.33,93.69,NA,NA,100.54,111.97,137.43,131.34,123.79,116.77,114.89,133.01,149.78,170.44,167.1,132.96,133.01,134.41,133.12,129.4,163.43,174.92,130.1,143.42,140.35,132.58,143.04,172.22,176.91,145.58,139.05,143.8,146.76,167.64,202.43,198.44,150.38,158.63,151.4,161.49,166.07,181.01,189.32,156.69,150,152.75,162.19,182.36,202.7,194.34,172.11,153.45,152.54,181.45,216.24,207.01,165.1,185.54,172.6,151.29,167.58,174.81,206.74,191.1,179.5,143.64,149.51,152.16,180.96,217.91,192.02,163.21,146.76,134.57,153.29,163.43,190.13,178.75,154.26,142.61,152.32,132.9,150.65,200.97,186.08,152.32,158.25,153.94,155.02,156.63,199.84,202.1,158.36,153.18,145.31,151.83,170.98,196.71,182.9,167.64,155.77,146.87,142.02,155.23,183.76,186.3,154.31,151.08,129.02,142.39,147.68,176.7,167.42,133.76,123.14,127.89,133.55,152.8,216.83,196.49,150.7,161.54,124.54,118.23,120.44,162.51
"2555","county","Cole County","driving","","Missouri","United States",100,111.51,110.59,107.26,65.49,113.83,74.61,84.78,103.02,90.18,74.53,84.46,102.86,74.39,97.21,104.27,94.22,109.12,117.09,119.39,74.76,99.11,96.77,60.65,92.24,110.58,110.53,82.98,102.64,113.72,91.88,106.15,128.98,115.39,82.25,96.32,106.59,109.46,115.42,141.06,142.23,92.49,109.92,111.25,111.53,124.64,138.7,134.34,89.72,109.57,123.39,129.77,127.47,136.24,125.59,88.93,100.89,121.34,116.44,104.38,121.99,99.75,69.74,85.62,80.58,75.21,73.69,75.96,62.96,43.61,64,55.5,62.5,66.35,69.41,67.48,56.99,82.3,88.02,90.61,94.82,93.35,75.15,57.96,80.76,90.04,89.16,88.91,90.12,69.85,45.81,84.31,87.05,97.21,96.26,96.05,90.08,64.5,101.4,100.5,90.42,99.2,102.58,80.69,74.61,98.14,93.36,95.47,115.26,124.53,99.64,78.85,95.31,117.02,114.57,117.44,131.6,105.25,75.54,NA,NA,117.6,118.91,135.35,114,101.72,125.65,132.85,143.23,145.28,173.27,134.82,109.94,126.83,138.54,137.44,142.89,179.27,154.03,114.62,150.41,143.25,149.55,154.62,190.96,179.08,137.52,154.33,144.15,152.41,171.78,215.66,191.13,144.91,156.96,153.51,154.8,160.48,189.02,169.59,126.28,151.63,166.99,172.8,179.39,206.24,165.59,139.46,150.74,159.49,160.6,180.66,169.8,121.88,132.66,157.71,161.4,165.18,178.97,197.32,160.52,135,150.35,161.22,163.98,174.89,199.93,172.14,144.86,147.24,152.87,161.71,169.52,189.98,163.62,132.67,154.97,157.58,154.54,163.7,183.31,164.55,128.85,153.54,151.95,162.91,164.06,200.3,173.13,132.81,144.9,151.2,154.82,170.38,195.55,162.96,133.13,152.06,150.67,158.06,154.27,188.88,172.17,127.63,149.45,149.83,147.14,150.84,198.37,162.45,129.84,133.61,142.37,148.39,156.92,208.53,165.23,132.52,163.81,132.31,146.22,154.74,185.62
